baseline_subtracted_value,background_subtracted_value,fluorescence_value,channel,well_num,cycle_num
0,20,17,2,13,15
0,20,17,2,13,16
0,20,17,2,13,17
0,20,17,2,13,18
0,20,17,2,13,19
0,20,17,2,13,20
0,20,17,2,13,21
0,20,17,2,13,22
0,20,17,2,13,23
0,20,17,2,13,24
0,20,17,2,13,25
0,20,17,2,13,26
0,20,17,2,13,27
0,20,17,2,13,28
0,20,17,2,13,29
0,20,17,2,13,30
0,20,17,2,13,31
0,20,17,2,13,32
0,20,17,2,13,33
0,20,17,2,13,34
0,20,17,2,13,35
0,20,17,2,13,36
0,20,17,2,13,37
0,20,17,2,13,38
0,20,17,2,13,39
0,20,17,2,13,40
0,20,17,2,13,41
0,20,17,2,13,42
0,20,17,2,13,43
0,20,17,2,13,44
0,20,17,2,13,45
0,0,17,2,14,1
-21,-21,16,2,14,2
-21,-21,16,2,14,3
-21,-21,16,2,14,4
-21,-21,16,2,14,5
-21,-21,16,2,14,6
0,0,17,2,14,7
0,0,17,2,14,8
0,0,17,2,14,9
0,0,17,2,14,10
0,0,17,2,14,11
0,0,17,2,14,12
0,0,17,2,14,13
0,0,17,2,14,14
0,0,17,2,14,15
0,0,17,2,14,16
0,0,17,2,14,17
0,0,17,2,14,18
0,0,17,2,14,19
0,0,17,2,14,20
0,0,17,2,14,21
0,0,17,2,14,22
0,0,17,2,14,23
0,0,17,2,14,24
0,0,17,2,14,25
0,0,17,2,14,26
0,0,17,2,14,27
0,0,17,2,14,28
0,0,17,2,14,29
0,0,17,2,14,30
0,0,17,2,14,31
0,0,17,2,14,32
0,0,17,2,14,33
0,0,17,2,14,34
0,0,17,2,14,35
0,0,17,2,14,36
0,0,17,2,14,37
0,0,17,2,14,38
-21,-21,16,2,14,39
0,0,17,2,14,40
0,0,17,2,14,41
0,0,17,2,14,42
0,0,17,2,14,43
0,0,17,2,14,44
0,0,17,2,14,45
-25,0,15,2,15,1
-25,0,15,2,15,2
-25,0,15,2,15,3
-25,0,15,2,15,4
-25,0,15,2,15,5
-25,0,15,2,15,6
0,25,16,2,15,7
-25,0,15,2,15,8
0,25,16,2,15,9
0,25,16,2,15,10
0,25,16,2,15,11
0,25,16,2,15,12
0,25,16,2,15,13
0,25,16,2,15,14
0,25,16,2,15,15
0,25,16,2,15,16
0,25,16,2,15,17
0,25,16,2,15,18
0,25,16,2,15,19
0,25,16,2,15,20
0,25,16,2,15,21
0,25,16,2,15,22
0,25,16,2,15,23
0,25,16,2,15,24
0,25,16,2,15,25
0,25,16,2,15,26
0,25,16,2,15,27
0,25,16,2,15,28
0,25,16,2,15,29
0,25,16,2,15,30
0,25,16,2,15,31
0,25,16,2,15,32
0,25,16,2,15,33
0,25,16,2,15,34
25,51,17,2,15,35
0,25,16,2,15,36
0,25,16,2,15,37
0,25,16,2,15,38
0,25,16,2,15,39
0,25,16,2,15,40
0,25,16,2,15,41
0,25,16,2,15,42
0,25,16,2,15,43
0,25,16,2,15,44
0,25,16,2,15,45
-17,-35,17,2,16,1
0,-17,18,2,16,2
0,-17,18,2,16,3
-17,-35,17,2,16,4
-17,-35,17,2,16,5
0,-17,18,2,16,6
0,-17,18,2,16,7
0,-17,18,2,16,8
0,-17,18,2,16,9
0,-17,18,2,16,10
17,0,19,2,16,11
0,-17,18,2,16,12
0,-17,18,2,16,13
0,-17,18,2,16,14
0,-17,18,2,16,15
0,-17,18,2,16,16
0,-17,18,2,16,17
0,-17,18,2,16,18
0,-17,18,2,16,19
0,-17,18,2,16,20
0,-17,18,2,16,21
0,-17,18,2,16,22
0,-17,18,2,16,23
0,-17,18,2,16,24
0,-17,18,2,16,25
0,-17,18,2,16,26
0,-17,18,2,16,27
0,-17,18,2,16,28
0,-17,18,2,16,29
0,-17,18,2,16,30
0,-17,18,2,16,31
17,0,19,2,16,32
0,-17,18,2,16,33
0,-17,18,2,16,34
0,-17,18,2,16,35
0,-17,18,2,16,36
0,-17,18,2,16,37
0,-17,18,2,16,38
0,-17,18,2,16,39
0,-17,18,2,16,40
0,-17,18,2,16,41
0,-17,18,2,16,42
0,-17,18,2,16,43
0,-17,18,2,16,44
0,-17,18,2,16,45
